Point,Comment,Inspected,Inspection comment,SiO2(Mass%),TiO2(Mass%),Al2O3(Mass%),Cr2O3(Mass%),FeO(Mass%),MnO(Mass%),NiO(Mass%),MgO(Mass%),CaO(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),Total(Mass%),SiO2(Norm%),TiO2(Norm%),Al2O3(Norm%),Cr2O3(Norm%),FeO(Norm%),MnO(Norm%),NiO(Norm%),MgO(Norm%),CaO(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),Total(Norm%),SiO2(Cation),TiO2(Cation),Al2O3(Cation),Cr2O3(Cation),FeO(Cation),MnO(Cation),NiO(Cation),MgO(Cation),CaO(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),Total(Cation),SiO2(mole%),TiO2(mole%),Al2O3(mole%),Cr2O3(mole%),FeO(mole%),MnO(mole%),NiO(mole%),MgO(mole%),CaO(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),TiO2(K-ratio),Al2O3(K-ratio),Cr2O3(K-ratio),FeO(K-ratio),MnO(K-ratio),NiO(K-ratio),MgO(K-ratio),CaO(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),Total(K-ratio),SiO2(K-raw),TiO2(K-raw),Al2O3(K-raw),Cr2O3(K-raw),FeO(K-raw),MnO(K-raw),NiO(K-raw),MgO(K-raw),CaO(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),Cr(Net),Ti(Net),Ca(Net),K(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),Cr(BG-),Ti(BG-),Ca(BG-),K(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),Cr(BG+),Ti(BG+),Ca(BG+),K(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),Cr(L-value),Ti(L-value),Ca(L-value),K(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),Cr(Error%),Ti(Error%),Ca(Error%),K(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),Cr(D.L.),Ti(D.L.),Ca(D.L.),K(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.), ,,Bi(Net),Ar(Net),Br(Net),As(Net)
883,dr31 Line 002,dr31 Line 002,,38.77,0.067,21.75,0.0426,27.51,2.1,0.0068,9.14,1.57,0.0042,0.002,0.0409,101.0035,38.3848,0.0663,21.5339,0.0422,27.2367,2.0791,0.0067,9.0492,1.5544,0.0042,0.002,0.0405,100,5.952,0.0077,3.936,0.0052,3.532,0.273,0.0008,2.091,0.259,0.0013,0.0004,0.0053,16.0637,42.2437,0.0549,13.9668,0.0183,25.0687,1.9382,0.006,14.8457,1.833,0.0044,0.0014,0.0189,100,-15.294,-16.707,11.594,33.4194,0.0692,18.0772,0.043,28.1719,1.978,0.0061,8.4871,1.6003,0.0033,0.0019,0.0325,91.8899,64.33,0.1716,18.079,0.0946,185.098,4.205,0.0061,31.68,3.355,0.022,0.008,0.0905,307.1398,16.8,66352.6,195523.2,336766.5,969,1155.8,33447.2,42.1,102.6,40.4,162621.1,11525.9,294.4,582.1,1223.1,0,6571.3,3295.8,1892.7,1465.3,116.1,2256.1,1616.8,1132.2,262.5,496.3,831.1,1169.3,5467.7,3146,1702.6,1320.7,109.3,2111.4,1475.4,1014.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.44,378.02,0.76,0.36,0.34,26.44,16.94,1.29,280.25,39.67,326.59,0.31,1.97,1072.94,121,81,65,66,109,108,65,53,107,198,118,155,1246, ,2611,2079.4,3055.2,2695.1
884,dr31 Line 003,dr31 Line 003,,38.69,0.0689,21.79,0.0413,27.52,2.08,0.0154,9.09,1.56,0.0065,0,0.0413,100.9034,38.3436,0.0683,21.5949,0.0409,27.2736,2.0614,0.0153,9.0086,1.546,0.0064,0,0.0409,100,5.947,0.008,3.947,0.005,3.538,0.27,0.0019,2.082,0.257,0.0019,0,0.0054,16.0632,42.2215,0.0565,14.0141,0.0178,25.1165,1.9227,0.0135,14.7873,1.8241,0.0069,0,0.0191,100,-15.2927,-16.707,11.594,33.3441,0.0711,18.1052,0.0417,28.1859,1.9573,0.0139,8.4389,1.5836,0.005,0,0.0328,91.7795,64.185,0.1763,18.107,0.0917,185.19,4.161,0.0139,31.5,3.32,0.0338,0,0.0915,306.8702,26.9,65976.8,195825.3,336010.4,938.9,1187.9,33096.1,-33.7,104.3,90.9,162702.3,11408.4,297.8,617.5,1226.7,0,6505.1,3479.7,2027.6,1430.3,136.3,2190.8,1618.7,1105.5,228.8,516.6,839.6,1223.3,5635.2,3099.4,1785.3,1336,90.9,2054.5,1492.5,1088.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.43,239.47,0.76,0.36,0.34,27.36,16.67,1.31,300,39.11,142.29,0.31,1.99,769.97,117,83,65,68,110,109,67,53,106,195,119,156,1248, ,2682.1,2091.5,3054,2736
885,dr31 Line 004,dr31 Line 004,,38.68,0.0587,21.73,0.0433,27.48,2.08,0.0113,9.1,1.57,0.0074,0,0.0446,100.8053,38.371,0.0582,21.5564,0.043,27.2605,2.0634,0.0112,9.0273,1.5575,0.0073,0,0.0442,100,5.95,0.0068,3.94,0.0053,3.535,0.271,0.0014,2.087,0.259,0.0022,0,0.0058,16.0635,42.2388,0.0482,13.9848,0.0187,25.0967,1.924,0.0099,14.8134,1.837,0.0078,0,0.0206,100,-15.2914,-16.707,11.594,33.3374,0.0607,18.0592,0.0437,28.1399,1.9606,0.0102,8.4517,1.5999,0.0057,0,0.0354,91.7043,64.172,0.1504,18.061,0.0961,184.888,4.168,0.0102,31.548,3.354,0.0384,0,0.0987,306.5848,30.3,66076,195332.3,335939.8,984.3,1013,33434.3,-25.2,111.1,65.6,162436.5,11426.9,321.4,619.2,1240.1,0,6712.1,3446.1,2000.7,1458.9,102.6,2192.5,1635.5,1189.6,260.8,511.5,807.7,1186.3,5435,3239.1,1744.9,1324.3,102.6,2125.2,1485.8,1048.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.43,222.68,0.76,0.36,0.34,26.15,19.45,1.3,300,35.94,195,0.31,1.99,804.28,123,83,65,67,110,110,66,53,102,197,119,158,1253, ,2658.6,2083.1,3006.9,2688.9
886,dr31 Line 005,dr31 Line 005,,38.83,0.0613,21.77,0.0475,27.52,2.08,0.0105,9.14,1.56,0.0085,0,0.0335,101.0613,38.4222,0.0607,21.5414,0.047,27.231,2.0582,0.0104,9.044,1.5436,0.0084,0,0.0331,100,5.956,0.0071,3.936,0.0058,3.53,0.27,0.0013,2.09,0.257,0.0025,0,0.0044,16.0601,42.2847,0.0502,13.9716,0.0204,25.0634,1.9186,0.0092,14.8372,1.8203,0.009,0,0.0154,100,-15.2901,-16.707,11.594,33.4745,0.0632,18.0932,0.0479,28.1807,1.9597,0.0095,8.4903,1.5884,0.0065,0,0.0266,91.9405,64.436,0.1568,18.095,0.1054,185.156,4.166,0.0095,31.692,3.33,0.0439,0,0.0742,307.2648,35.3,66377.7,195697.7,337320.3,1080.6,1057.1,33199.8,-40.4,84.2,62.3,162673,11419,287.8,594.2,1248.9,0,6428.2,3526.3,1954.2,1444.2,116.1,2299.3,1639.4,1186.7,237.3,513.4,809.6,1203.5,5500.8,3135.8,1698.4,1338.2,122.9,2045.1,1499.8,1040.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.41,186.5,0.76,0.36,0.34,23.73,18.69,1.3,300,48.26,208.75,0.31,1.99,790.99,117,82,65,67,109,110,65,53,110,198,119,158,1253, ,2639.3,2077.1,3041.6,2698.2
887,RK10_A9_line1 Line 001,RK10grün_McC_A9_line1,,48.7,1.4676,5.62,0.0044,6.65,0.1012,0.0071,13.27,22.98,0.5506,0.0031,0.0096,99.3636,49.0119,1.477,5.656,0.0044,6.6926,0.1018,0.0071,13.355,23.1272,0.5541,0.0031,0.0097,100,7.297,0.1654,0.993,0.0005,0.833,0.0128,0.0009,2.964,3.69,0.1599,0.0006,0.0012,16.1183,46.9555,1.0642,3.1935,0.0017,5.3623,0.0827,0.0055,19.073,23.7412,0.5147,0.0019,0.0039,100,-5.9227,30.427,10.842,45.3846,1.4187,4.8055,0.0041,6.6137,0.0925,0.0063,13.3125,22.9194,0.4721,0.003,0.0078,95.04,87.362,3.5177,4.806,0.009,43.454,0.1966,0.0063,49.692,48.049,3.1962,0.0125,0.0217,240.323,2530.7,104078.3,51979.5,457339.9,92.4,23703.6,479038.8,67.2,25.2,42,38176.8,539.4,331,606.6,1251.9,0,5773.8,3012.9,2137.5,1406.5,105.9,2061.8,1426.7,971.3,245.3,584.8,789.8,1324.2,5116.8,2796.2,1908.9,1177.9,107.5,1892.1,1241.8,915.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.51,6.04,0.61,0.71,0.29,254.43,1.63,0.33,173.45,141.31,298.41,0.65,17.76,895.62,122,86,65,70,104,102,69,51,104,188,110,145,1216, ,591.5,1020,687.3,1216.6
888,RK10_A9_line1 Line 002,RK10grün_McC_A9_line1,,48.79,1.4513,5.62,0.0034,6.66,0.1094,0.016,13.28,22.94,0.566,0.0021,0,99.4382,49.0657,1.4595,5.6518,0.0034,6.6976,0.11,0.0161,13.355,23.0696,0.5692,0.0021,0,100,7.305,0.1634,0.992,0.0004,0.834,0.0139,0.0019,2.964,3.68,0.1643,0.0004,0,16.1193,47.0051,1.0515,3.191,0.0013,5.3662,0.0893,0.0124,19.0722,23.6811,0.5287,0.0013,0,100,-5.9227,30.4516,10.842,45.4677,1.403,4.8025,0.0031,6.6295,0.1,0.0142,13.3184,22.875,0.4853,0.0021,0,95.1008,87.522,3.4789,4.803,0.0068,43.558,0.2125,0.0142,49.714,47.956,3.2858,0.0086,0,240.5598,2602.2,104126.2,51942.8,458178.3,69,23441.6,478104.3,45.4,-8.4,92.5,38269.1,582,284.3,588.7,1278.4,0,5942.8,3187.6,2190.1,1317.1,116.1,2000,1412.9,1029.4,242.2,561.8,758.6,1288.5,5160.6,2852.8,1988.2,1249.8,114.4,1816.7,1256.5,874.7,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.45,5.91,0.61,0.71,0.29,341.32,1.65,0.33,252.77,300,131.44,0.65,16.65,1052.33,117,84,64,69,105,104,70,51,108,185,110,146,1213, ,588.7,1032.8,679.6,1209.4
889,RK10_A9_line1 Line 003,RK10grün_McC_A9_line1,,48.95,1.4644,5.66,0.0013,6.69,0.1095,0.0186,13.31,23.02,0.534,0.0032,0.0062,99.7672,49.0642,1.4678,5.6732,0.0013,6.7056,0.1098,0.0186,13.3411,23.0737,0.5352,0.0032,0.0062,100,7.303,0.1643,0.995,0.0002,0.834,0.0138,0.0022,2.962,3.68,0.1545,0.0006,0.0008,16.1104,47.0131,1.0577,3.2037,0.0005,5.3736,0.0891,0.0144,19.0561,23.69,0.4972,0.002,0.0025,100,-5.9227,30.4762,10.842,45.6183,1.4157,4.8375,0.0012,6.6513,0.1001,0.0165,13.358,22.9537,0.4579,0.0031,0.005,95.4183,87.812,3.5102,4.838,0.0026,43.701,0.2127,0.0165,49.862,48.121,3.0999,0.013,0.014,241.2029,2455,104435.1,52318.6,459696.9,26.9,23652.1,479752.5,69,15.1,107.8,38395.4,582.6,350.2,644.9,1246,0,5943.8,3084.7,2151.9,1330.2,122.9,2055.9,1439.6,986.7,247.5,596.1,749.3,1296.5,5095.1,2790,1931.3,1252.7,94.3,1773,1242.6,865.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.39,6.18,0.61,0.71,0.29,895.97,1.63,0.33,167.63,214.6,114.16,0.65,16.47,1419.23,124,87,64,70,105,103,69,51,104,185,110,144,1216, ,589.3,1037.2,681.9,1214
890,RK10_A9_line1 Line 004,RK10grün_McC_A9_line1,,48.86,1.4726,5.6,0.0034,6.68,0.1077,0.0117,13.29,22.98,0.5495,0,0,99.5549,49.0784,1.4792,5.625,0.0034,6.7099,0.1082,0.0118,13.3494,23.0827,0.552,0,0,100,7.307,0.1656,0.988,0.0004,0.836,0.0136,0.0014,2.962,3.681,0.1593,0,0,16.1143,47.0152,1.0657,3.1757,0.0013,5.3757,0.0878,0.0091,19.0634,23.6935,0.5126,0,0,100,-5.9227,30.5008,10.842,45.5415,1.4236,4.7885,0.0031,6.6475,0.0984,0.0104,13.3259,22.9127,0.4711,0,0,95.2226,87.664,3.5299,4.789,0.0068,43.676,0.2092,0.0104,49.742,48.035,3.1895,0,0,240.8518,2526.1,104183.8,51792.3,458919.6,70.7,23784.9,478890.9,-23.6,-3.4,67.3,38372.6,573.9,331.5,592.4,1230.2,0,5705.1,3069.7,2130.6,1415.3,126.2,2080.1,1406.9,1021.5,255.8,547,777.5,1267.3,5005,2894.6,1869.7,1206.7,112.8,1841.1,1262.2,897,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.42,6.07,0.61,0.71,0.29,332.49,1.63,0.33,300,300,182.53,0.65,16.93,1142.24,123,84,64,69,103,104,68,52,110,188,110,146,1221, ,595.8,1036.7,686.6,1220.1
891,RK10_A9_line1 Line 005,RK10grün_McC_A9_line1,,48.85,1.4607,5.65,0.0022,6.69,0.1008,0,13.34,22.99,0.5476,0.0036,0.0042,99.6391,49.0269,1.466,5.6705,0.0022,6.7142,0.1012,0,13.3883,23.0733,0.5496,0.0036,0.0042,100,7.299,0.1641,0.995,0.0003,0.837,0.0128,0,2.972,3.68,0.1587,0.0007,0.0005,16.1201,46.9646,1.0561,3.2013,0.0008,5.3791,0.0821,0,19.1184,23.6832,0.5104,0.0022,0.0017,100,-5.9227,30.5254,10.842,45.5186,1.4121,4.8255,0.002,6.6585,0.0921,0,13.3864,22.9222,0.4696,0.0034,0.0034,95.2939,87.62,3.5014,4.826,0.0045,43.748,0.1957,0,49.968,48.055,3.1794,0.0144,0.0095,241.1219,2517.3,104655.7,52194,458688.3,45.5,23593.2,479090.8,75.8,10.1,-20.2,38435.8,537.1,311.5,602.8,1246,0,5906.7,3145.3,2119.9,1313.3,107.8,2099.7,1390.8,1012,282.9,554,727.4,1293.2,4920,2860.8,1975.1,1246,106.1,1837,1210.6,899.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.39,6.1,0.61,0.71,0.29,509.01,1.64,0.33,151.14,315.22,300,0.65,17.95,1303.65,125,84,63,69,104,104,69,51,104,188,108,146,1215, ,604.5,1027.1,680.3,1224.1
892,RK10_A9_line1 Line 006,RK10grün_McC_A9_line1,,48.73,1.4638,5.61,0.0121,6.65,0.1177,0.0214,13.28,22.92,0.5766,0.0035,0.0025,99.3876,49.0303,1.4728,5.6446,0.0122,6.691,0.1184,0.0215,13.3618,23.0612,0.5802,0.0035,0.0025,100,7.301,0.1649,0.99,0.0014,0.834,0.0149,0.0026,2.966,3.679,0.1675,0.0007,0.0003,16.1223,46.9741,1.0612,3.1871,0.0046,5.3612,0.0961,0.0166,19.0831,23.674,0.5389,0.0022,0.001,100,-5.9227,30.55,10.842,45.4012,1.4152,4.7915,0.0111,6.6192,0.1075,0.019,13.3146,22.854,0.4943,0.0034,0.002,95.0331,87.394,3.509,4.792,0.0245,43.49,0.2286,0.019,49.7,47.912,3.347,0.0141,0.0057,240.4359,2650.5,104095.2,51823.1,457509.3,250.6,23644.5,477670.7,75.7,6.7,122.8,38208.9,627.3,353.2,612.2,1239.5,0,5780.4,3028.9,2179.6,1451.4,109.3,2046.8,1444.7,931.7,215.3,555,735,1269.8,4875.5,2892.7,1944.2,1221,102.6,1831.5,1244.5,867.8,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.46,5.87,0.61,0.71,0.29,93.55,1.63,0.33,156.73,511.47,99.85,0.65,15.29,886.98,120,84,63,69,103,103,69,52,103,187,110,142,1205, ,588.6,1029.3,671,1232.8
893,RK10_A9_line1 Line 007,RK10grün_McC_A9_line1,,48.8,1.4502,5.64,0.0087,6.66,0.1118,0.0078,13.23,22.94,0.5421,0.0022,0.0053,99.3981,49.0955,1.459,5.6742,0.0088,6.7003,0.1125,0.0078,13.3101,23.0789,0.5454,0.0022,0.0053,100,7.308,0.1633,0.995,0.001,0.835,0.0142,0.0009,2.953,3.68,0.1574,0.0004,0.0007,16.1089,47.0496,1.0515,3.2047,0.0033,5.3701,0.0913,0.006,19.0145,23.6986,0.5067,0.0014,0.0022,100,-5.9227,30.5747,10.842,45.4833,1.402,4.8175,0.008,6.6291,0.1021,0.0069,13.2718,22.8731,0.4648,0.0021,0.0043,95.065,87.552,3.4762,4.818,0.0177,43.555,0.2171,0.0069,49.54,47.952,3.147,0.009,0.012,240.3029,2491.2,103761.1,52106,458333.1,181.7,23423,478072.3,47.1,13.5,45.4,38265.8,595.5,341.5,607.2,1270,0,5870.5,3184.2,2168.2,1335.6,106,2062.2,1418,1010.9,223.7,543.3,751.9,1298.6,4987.4,2721.6,1939.4,1206.1,116.1,1959.6,1249.8,920.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.45,6.09,0.61,0.71,0.29,129.84,1.64,0.33,239.84,256.14,278.26,0.65,16.43,930.83,120,84,64,70,104,103,69,51,107,190,110,147,1219, ,592.1,1024.4,662.7,1209.4
894,RK10_A9_line1 Line 008,RK10grün_McC_A9_line1,,48.87,1.4686,5.62,0.004,6.67,0.1091,0.0028,13.29,22.96,0.5376,0.0021,0.0069,99.5411,49.0953,1.4754,5.6459,0.004,6.7008,0.1096,0.0028,13.3513,23.0659,0.5401,0.0021,0.0069,100,7.307,0.1651,0.99,0.0005,0.834,0.0138,0.0003,2.962,3.679,0.1559,0.0004,0.0009,16.1089,47.0357,1.063,3.1878,0.0015,5.3689,0.0889,0.0022,19.0678,23.6784,0.5016,0.0013,0.0028,100,-5.9227,30.5993,10.842,45.5482,1.4197,4.8005,0.0037,6.6306,0.0996,0.0025,13.3334,22.8955,0.461,0.002,0.0056,95.2023,87.677,3.5201,4.801,0.0082,43.565,0.2118,0.0025,49.77,47.999,3.1214,0.0084,0.0156,240.7,2471.4,104240.7,51922.6,458989.9,84.2,23718.9,478540.4,45.5,16.8,16.8,38274.4,580.8,341.8,631.3,1269.4,0,5880.5,3114.5,2085.9,1415.8,99.3,2052.2,1392.3,961.3,254.2,532,779.5,1303,5101,2617.8,1946.1,1267.7,106.1,1922.6,1240.7,912.5,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.4,6.16,0.61,0.71,0.29,280.68,1.63,0.33,261.5,191.49,748.87,0.65,16.61,1509.53,124,84,65,70,104,102,68,52,102,189,109,145,1214, ,606.1,1030.3,683.5,1223.9
895,RK10_A9_line1 Line 009,RK10grün_McC_A9_line1,,48.84,1.4441,5.59,0,6.66,0.107,0.015,13.26,22.89,0.5293,0.0027,0.0006,99.3387,49.1651,1.4537,5.6272,0,6.7043,0.1077,0.0151,13.3483,23.0424,0.5328,0.0027,0.0006,100,7.316,0.1627,0.988,0,0.834,0.0136,0.0018,2.961,3.673,0.1537,0.0005,0.0001,16.1044,47.0966,1.0473,3.1769,0,5.3711,0.0874,0.0116,19.0611,23.6513,0.4948,0.0017,0.0002,100,-5.9227,30.6239,10.842,45.5139,1.396,4.7815,0,6.6241,0.0977,0.0133,13.3023,22.8187,0.4538,0.0026,0.0005,95.0045,87.611,3.4615,4.782,0,43.522,0.2077,0.0133,49.654,47.838,3.0727,0.011,0.0014,240.1746,2432.3,103999.3,51721.9,458645,-30.3,23324.4,476931.5,58.9,1.7,85.8,38237.7,568.9,346.7,599.2,1301.1,0,6064.6,3044.9,2119.2,1405.5,124.6,2051.8,1434.1,1026.8,262.6,525.2,782.7,1272.5,4997.5,2841.3,1998,1213.6,112.8,1834.7,1265.8,919,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.41,6.23,0.61,0.71,0.29,300,1.65,0.33,199.24,2128.28,142.14,0.65,17.14,2797.27,125,83,65,69,105,103,69,52,110,187,110,147,1225, ,594.2,1026.8,686.8,1230.4
896,RK10_A9_line1 Line 010,RK10grün_McC_A9_line1,,48.76,1.4634,5.6,0.0094,6.65,0.1121,0.0088,13.29,22.91,0.562,0.0013,0.0054,99.3724,49.068,1.4726,5.6354,0.0095,6.692,0.1128,0.0089,13.3739,23.0547,0.5655,0.0013,0.0054,100,7.304,0.1649,0.989,0.0011,0.834,0.0142,0.0011,2.967,3.677,0.1632,0.0003,0.0007,16.1165,47.004,1.0609,3.1815,0.0036,5.3613,0.0915,0.0068,19.0979,23.6641,0.5252,0.0008,0.0022,100,-5.9227,30.6485,10.842,45.437,1.4147,4.7865,0.0087,6.6184,0.1024,0.0078,13.3264,22.8411,0.4819,0.0013,0.0043,95.0307,87.463,3.5079,4.787,0.0191,43.485,0.2177,0.0078,49.744,47.885,3.2628,0.0053,0.0121,240.3967,2583.7,104186.2,51772.4,457869.1,195.3,23637.4,477397.8,28.6,13.5,50.5,38204,597.5,335,643,1286,0,5760,3085.3,2085.5,1363.4,116.1,2078.8,1400.4,1013.3,254.2,597.5,776,1254,4975.6,2797.5,1930.7,1227.1,111.1,1870.1,1218.7,875.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.41,5.99,0.61,0.71,0.29,120.24,1.63,0.33,409.8,255.02,241.62,0.65,16.26,1053.15,123,87,65,68,103,103,68,51,107,188,109,145,1217, ,597.5,1040.2,681.7,1222
897,RK10_A9_line1 Line 011,RK10grün_McC_A9_line1,,48.67,1.4524,5.61,0,6.63,0.1003,0.0073,13.26,22.93,0.5266,0.0026,0.0088,99.198,49.0635,1.4641,5.6554,0,6.6836,0.1011,0.0074,13.3672,23.1154,0.5309,0.0026,0.0089,100,7.302,0.1639,0.992,0,0.832,0.0127,0.0009,2.967,3.687,0.1532,0.0005,0.0011,16.1123,46.9985,1.0548,3.1927,0,5.3544,0.082,0.0057,19.0878,23.7258,0.493,0.0016,0.0036,100,-5.9227,30.6731,10.842,45.3461,1.404,4.7955,0,6.5977,0.0916,0.0065,13.3079,22.8664,0.4516,0.0025,0.0071,94.877,87.288,3.4812,4.796,0,43.349,0.1947,0.0065,49.675,47.938,3.0575,0.0105,0.0199,239.8163,2420.1,104042.4,51864.7,456950.5,-32,23456.8,477926.6,55.5,21.9,42.1,38084.8,533.5,340,616,1245.4,0,5923.9,3135.3,2065,1403.6,104.3,2070,1408.6,1050.2,254.1,562.1,737.1,1284.1,5139.7,2817.2,1930.3,1257.2,114.4,1856.3,1231.9,875.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.42,6.23,0.61,0.71,0.29,300,1.64,0.33,210.86,155.58,291.27,0.65,18.08,986.25,124,85,64,69,105,104,68,52,106,188,109,146,1220, ,599.1,1028.3,678.2,1215.1
898,RK10_A9_line1 Line 012,RK10grün_McC_A9_line1,,48.59,1.45,5.58,0.0041,6.66,0.1095,0.0132,13.23,22.91,0.5494,0.0035,0.0084,99.1081,49.0273,1.463,5.6302,0.0041,6.7199,0.1105,0.0133,13.3491,23.1162,0.5543,0.0035,0.0085,100,7.3,0.1638,0.988,0.0005,0.837,0.0139,0.0016,2.964,3.688,0.16,0.0007,0.0011,16.1186,46.9684,1.0541,3.1788,0.0016,5.384,0.0897,0.0103,19.0637,23.7289,0.5149,0.0022,0.0034,100,-5.9227,30.6977,10.842,45.2729,1.4017,4.7685,0.0038,6.6256,0.1,0.0117,13.2715,22.8464,0.4709,0.0033,0.0068,94.7831,87.147,3.4757,4.769,0.0083,43.532,0.2126,0.0117,49.539,47.896,3.1882,0.014,0.019,239.8125,2524,103758.2,51572.6,456211.5,85.9,23419.8,477513,74.1,21.9,75.8,38247.2,582.6,314.9,621.3,1262.8,0,5824.2,3000.5,2185.6,1345.3,133,2054.2,1416.1,995.1,223.9,574.2,766.1,1266.2,5138.9,2776.6,1901,1222.4,106.1,1840.4,1294.8,887.3,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.39,6.02,0.61,0.71,0.29,276.75,1.64,0.33,155.89,168.77,160.93,0.65,16.58,789.17,118,86,64,69,104,102,69,51,110,187,111,145,1216, ,584.3,1040.6,688.7,1225.8
899,RK10_A9_line1 Line 013,RK10grün_McC_A9_line1,,48.53,1.4572,5.57,0.0127,6.64,0.0961,0.0006,13.25,22.9,0.5541,0.0045,0.0087,99.0239,49.0084,1.4716,5.6249,0.0128,6.7055,0.097,0.0006,13.3806,23.1257,0.5596,0.0045,0.0088,100,7.298,0.1648,0.987,0.0015,0.835,0.0122,0.0001,2.971,3.69,0.1616,0.0009,0.0011,16.1232,46.9426,1.0601,3.1753,0.0049,5.3716,0.0787,0.0005,19.1056,23.7348,0.5196,0.0028,0.0036,100,-5.9227,30.7223,10.842,45.211,1.4086,4.7555,0.0117,6.6008,0.0878,0.0005,13.2935,22.8345,0.4751,0.0044,0.0071,94.6904,87.028,3.4927,4.756,0.0257,43.369,0.1866,0.0005,49.621,47.871,3.2168,0.0184,0.0197,239.6054,2546.7,103929.4,51433.1,455591.3,264.1,23534.1,477264.9,97.6,21.9,3.4,38102.6,511.4,319.6,541.6,1271.7,0,5779.6,3071.5,2062.2,1394.4,106,2087.5,1387.7,1046.3,252.3,523.1,753.6,1280.1,5009.3,2677.9,1848.6,1202.7,97.6,1919.3,1244.7,888.1,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.45,6.02,0.61,0.71,0.29,89.55,1.63,0.33,119.54,151.61,3661.39,0.65,18.81,4051.14,122,81,64,69,103,102,67,51,101,190,109,147,1206, ,590.4,1024.4,691.3,1233
900,RK10_A9_line1 Line 014,RK10grün_McC_A9_line1,,48.58,1.4507,5.58,0.0078,6.68,0.1124,0,13.24,22.9,0.5566,0.0013,0,99.1088,49.0168,1.4637,5.6302,0.0079,6.7401,0.1134,0,13.3591,23.1059,0.5616,0.0013,0,100,7.3,0.1639,0.989,0.0009,0.839,0.0143,0,2.966,3.687,0.1622,0.0002,0,16.1225,46.9557,1.0545,3.1786,0.003,5.3999,0.092,0,19.0769,23.717,0.5216,0.0008,0,100,-5.9227,30.7469,10.842,45.2604,1.4025,4.7685,0.0072,6.6408,0.1026,0,13.2782,22.8326,0.4771,0.0012,0,94.7711,87.123,3.4775,4.769,0.0158,43.632,0.2182,0,49.564,47.867,3.2302,0.0051,0,239.9018,2557.2,103809.8,51575.8,456084.2,161.6,23432.7,477218.8,26.9,-6.7,-18.5,38333.3,597.6,284.5,604.4,1232.3,0,5899,3047.1,2139.7,1419.2,126.3,2117.9,1432.7,1015.2,276.1,537,744.1,1247.5,5099.3,2779.5,1937.7,1217.2,119.5,1880.5,1255.9,855.2,129.703,107.749,90.903,77.734,73.289,87.995,107.5,119.735,196.93,115.653,135,146.53,59.4,6.01,0.61,0.71,0.29,146.8,1.64,0.33,430.43,300,300,0.65,16.16,1203.63,121,83,64,68,104,103,69,52,112,190,110,144,1220, ,585.9,1015.2,680.1,1230.6
